0.8754798,0.88267285,0.47707924
0.6674146,0.5980989,0.24419715
0.84595007,0.73684675,0.34931067
0.770113,0.5882078,0.27313054
0.8762488,0.7815575,0.2799579
0.8576843,0.68033314,0.084554166
0.7524661,0.61183643,0.20603801
0.7310106,0.63834417,0.31654614
0.8726561,0.7124463,0.19491632
0.75417,0.6122825,0.20304982
0.8743832,0.7396443,0.34341478
0.7539075,0.613755,0.20616466
0.87226474,0.7373036,0.34227413
0.858693,0.6820136,0.0887225
0.94275516,0.7555684,0.32682428
0.8696275,0.7684712,0.32564363
0.74691945,0.60725105,0.20359857
0.8119007,0.7176364,0.17383134
0.811685,0.6873898,0.29317036
0.8139932,0.7397093,0.5346978
0.8751614,0.7763827,0.33605257
0.82167226,0.3484234,0.32098854
0.7477443,0.19702344,0.22033761
0.7574093,0.616835,0.21330523
0.92102104,0.83172816,0.33309886
0.84154755,0.6633222,0.24024014
0.91327953,0.8001731,0.2745498
0.8291815,0.74332255,0.4756339
0.40030608,0.24173276,0.13283265
0.53060025,0.3819231,0.22723126
0.8528567,0.7258818,0.4822695
0.9332516,0.7605487,0.22397608
0.7282596,0.79739374,0.27525666
0.7567611,0.8378892,0.40712157
0.88297975,0.70977706,0.35355738
0.895093,0.8316704,0.40229717
0.83176386,0.7557305,0.3304969
0.8584445,0.7139263,0.37436882
0.83807725,0.6637333,0.20799002
0.81761396,0.7557444,0.15413299
0.8363781,0.70579183,0.1091188
0.92118514,0.8126099,0.34160745
0.8749738,0.7471296,0.19800772
0.879899,0.7279351,0.1273742
0.80588233,0.74333435,0.30447602
0.8720811,0.74459714,0.3559109
0.9091512,0.78199,0.33907524
0.8738527,0.63239455,0.018599689
0.9244671,0.78482574,0.22359765
0.8087504,0.6819026,0.16658306
0.91029257,0.7367441,0.111323215
0.9134619,0.8344288,0.46470353
0.94016033,0.8547755,0.4404373
0.92659515,0.81822276,0.21333447
0.88081473,0.7789023,0.3307375
0.8447426,0.7050006,0.17832276
0.81890935,0.68774754,0.19671534
0.36582828,0.24693236,0.21079336
0.85069335,0.7650647,0.33683416
0.86642146,0.69579697,0.1376381
0.75586927,0.6021133,0.16388673
0.83992183,0.7571094,0.16666685
0.58672494,0.6441183,0.32852992
0.8312156,0.71934026,0.40863553
0.8119431,0.733137,0.30572042
0.6717804,0.56864375,0.1342947
0.8743381,0.72986287,0.15128192
0.8164827,0.70819527,0.43104663
0.93807596,0.8201869,0.2754854
0.9020893,0.76084656,0.18139324
0.90253377,0.75746286,0.2902204
0.85232085,0.6826465,0.18162143
0.76276475,0.6568603,0.28538576
0.9534998,0.76289564,0.32281464
0.7610957,0.20060301,0.22482057
0.7927265,0.28751093,0.23205724
0.86743414,0.7370044,0.2074589
0.9485301,0.8093835,0.38765356
0.6714937,0.49140584,0.22755936
0.9414105,0.8163464,0.20947763
0.75653005,0.56755286,0.1789247
0.8492723,0.6676332,0.23676716
0.9803901,0.7899091,0.2675272
0.9302818,0.7695623,0.43357077
0.78953755,0.63343257,0.16356015
0.9353715,0.7499568,0.29418957
0.9031304,0.78484833,0.059446115
0.8299545,0.691654,0.3592414
0.9804514,0.86701775,0.33739668
0.8027886,0.70596,0.21720484
0.8785598,0.71707153,0.19144888
0.9538565,0.76266634,0.32336912
0.9348308,0.757599,0.3522456
0.95354354,0.7591047,0.32054532
0.9352098,0.74949336,0.2945325
0.8947405,0.7569031,0.43940708
0.7937431,0.6853551,0.21035552
0.9306787,0.7713904,0.26556453
0.9520046,0.8523492,0.32268578
0.93369615,0.77864826,0.18394354
0.9521119,0.75927764,0.3240904
0.943832,0.8339207,0.30995262
0.80882585,0.6488913,0.18582892
0.94661343,0.79016507,0.30767062
0.936969,0.7903412,0.33421546
0.8910727,0.71175426,0.28677496
0.7424223,0.5454399,0.09577132
0.9151101,0.6932509,0.059806366
0.90193206,0.75393426,0.1601555
0.9478715,0.8017939,0.1532472
0.8651759,0.68737185,0.082321346
0.9403622,0.79060745,0.37291005
0.8742433,0.77516055,0.2765952
0.8999194,0.78125113,0.3522333
0.9104765,0.7467866,0.22149493
0.87976176,0.73963016,0.15992622
0.78303766,0.5824091,0.15341038
0.9670159,0.8243738,0.32802102
0.9590665,0.84814847,0.21797399
0.8677359,0.7105198,0.31065738
0.88933784,0.78736365,0.22250961
0.931694,0.72418904,0.2275954
0.9087129,0.80450255,0.27838483
0.8565647,0.68952376,0.17585008
0.83964837,0.6935839,0.21593094
0.90034133,0.86630726,0.28959554
0.7060247,0.49267218,0.13679482
0.85875255,0.714282,0.38123456
0.6656866,0.4870682,0.23025295
0.91692555,0.8308863,0.2840864
0.8536429,0.7027441,0.36180738
0.7903898,0.7054904,0.34480417
0.8330984,0.7450852,0.38949525
0.8179812,0.69694203,0.21726649
0.94088066,0.80902624,0.39626312
0.5596317,0.42467147,0.24576582
0.79000115,0.7208062,0.3695245
0.67265886,0.7756828,0.17238794
0.847542,0.6759881,0.37345147
0.7953836,0.62317646,0.21240462
0.88341373,0.6449783,0.1524351
0.9624855,0.8253947,0.41341317
